GEOID,NAME,variable,estimate,moe
38099,"Walsh County, North Dakota",B19013_001,55700,2786
38101,"Ward County, North Dakota",B19013_001,68871,2342
38103,"Wells County, North Dakota",B19013_001,57582,4778
38105,"Williams County, North Dakota",B19013_001,87161,7443
39001,"Adams County, Ohio",B19013_001,39079,3125
39003,"Allen County, Ohio",B19013_001,53131,1407
39005,"Ashland County, Ohio",B19013_001,52823,1565
39007,"Ashtabula County, Ohio",B19013_001,46700,1775
39009,"Athens County, Ohio",B19013_001,40905,2063
39011,"Auglaize County, Ohio",B19013_001,64074,1886
39013,"Belmont County, Ohio",B19013_001,50904,1593
39015,"Brown County, Ohio",B19013_001,54575,2132
39017,"Butler County, Ohio",B19013_001,66117,1220
39019,"Carroll County, Ohio",B19013_001,55267,3335
39021,"Champaign County, Ohio",B19013_001,60112,2210
39023,"Clark County, Ohio",B19013_001,50873,1215
39025,"Clermont County, Ohio",B19013_001,66968,1554
39027,"Clinton County, Ohio",B19013_001,52815,2069
39029,"Columbiana County, Ohio",B19013_001,48345,1557
39031,"Coshocton County, Ohio",B19013_001,46606,2825
39033,"Crawford County, Ohio",B19013_001,44971,1768
39035,"Cuyahoga County, Ohio",B19013_001,50366,521
39037,"Darke County, Ohio",B19013_001,55620,2206
39039,"Defiance County, Ohio",B19013_001,59931,3132
39041,"Delaware County, Ohio",B19013_001,106908,2786
39043,"Erie County, Ohio",B19013_001,54226,1691
39045,"Fairfield County, Ohio",B19013_001,67609,1779
39047,"Fayette County, Ohio",B19013_001,47308,3240
39049,"Franklin County, Ohio",B19013_001,61305,585
39051,"Fulton County, Ohio",B19013_001,63092,2131
39053,"Gallia County, Ohio",B19013_001,44858,3135
39055,"Geauga County, Ohio",B19013_001,82303,2652
39057,"Greene County, Ohio",B19013_001,68720,1739
39059,"Guernsey County, Ohio",B19013_001,45917,1846
39061,"Hamilton County, Ohio",B19013_001,57212,667
39063,"Hancock County, Ohio",B19013_001,58450,2249
39065,"Hardin County, Ohio",B19013_001,50506,2761
39067,"Harrison County, Ohio",B19013_001,49689,2418
39069,"Henry County, Ohio",B19013_001,59695,2445
39071,"Highland County, Ohio",B19013_001,44169,2498
39073,"Hocking County, Ohio",B19013_001,52363,2362
39075,"Holmes County, Ohio",B19013_001,63753,1705
39077,"Huron County, Ohio",B19013_001,52560,1689
39079,"Jackson County, Ohio",B19013_001,47550,2185
39081,"Jefferson County, Ohio",B19013_001,46581,1457
39083,"Knox County, Ohio",B19013_001,57749,2562
39085,"Lake County, Ohio",B19013_001,64466,1011
39087,"Lawrence County, Ohio",B19013_001,45118,2556
39089,"Licking County, Ohio",B19013_001,64589,1821
39091,"Logan County, Ohio",B19013_001,56754,2301
39093,"Lorain County, Ohio",B19013_001,58427,1245
39095,"Lucas County, Ohio",B19013_001,48736,938
39097,"Madison County, Ohio",B19013_001,68022,2421
39099,"Mahoning County, Ohio",B19013_001,46042,995
39101,"Marion County, Ohio",B19013_001,47498,2226
39103,"Medina County, Ohio",B19013_001,76600,1615
39105,"Meigs County, Ohio",B19013_001,44899,2331
39107,"Mercer County, Ohio",B19013_001,62952,2214
39109,"Miami County, Ohio",B19013_001,61041,1818
39111,"Monroe County, Ohio",B19013_001,45289,3792
39113,"Montgomery County, Ohio",B19013_001,51542,718
39115,"Morgan County, Ohio",B19013_001,42341,2337
39117,"Morrow County, Ohio",B19013_001,59452,3303
39119,"Muskingum County, Ohio",B19013_001,47254,1640
39121,"Noble County, Ohio",B19013_001,46897,5395
39123,"Ottawa County, Ohio",B19013_001,59099,2575
39125,"Paulding County, Ohio",B19013_001,55330,3537
39127,"Perry County, Ohio",B19013_001,50150,2998
39129,"Pickaway County, Ohio",B19013_001,63633,2909
39131,"Pike County, Ohio",B19013_001,42832,3596
39133,"Portage County, Ohio",B19013_001,57618,1530
39135,"Preble County, Ohio",B19013_001,58957,2800
39137,"Putnam County, Ohio",B19013_001,64822,2696
39139,"Richland County, Ohio",B19013_001,49547,1682
39141,"Ross County, Ohio",B19013_001,51092,2111
39143,"Sandusky County, Ohio",B19013_001,54089,1521
39145,"Scioto County, Ohio",B19013_001,41330,1946
39147,"Seneca County, Ohio",B19013_001,52500,1565
39149,"Shelby County, Ohio",B19013_001,63806,1793
39151,"Stark County, Ohio",B19013_001,53860,977
39153,"Summit County, Ohio",B19013_001,57181,952
39155,"Trumbull County, Ohio",B19013_001,47280,1219
39157,"Tuscarawas County, Ohio",B19013_001,53243,1349
39159,"Union County, Ohio",B19013_001,86715,3446
39161,"Van Wert County, Ohio",B19013_001,54254,1760
39163,"Vinton County, Ohio",B19013_001,45673,6622
39165,"Warren County, Ohio",B19013_001,87125,1887
39167,"Washington County, Ohio",B19013_001,50021,1729
39169,"Wayne County, Ohio",B19013_001,58300,1227
39171,"Williams County, Ohio",B19013_001,53183,1406
39173,"Wood County, Ohio",B19013_001,62390,1568
39175,"Wyandot County, Ohio",B19013_001,55767,2806
40001,"Adair County, Oklahoma",B19013_001,34695,2020
40003,"Alfalfa County, Oklahoma",B19013_001,61852,3670
40005,"Atoka County, Oklahoma",B19013_001,39316,2416
40007,"Beaver County, Oklahoma",B19013_001,52349,3470
40009,"Beckham County, Oklahoma",B19013_001,50721,6208
40011,"Blaine County, Oklahoma",B19013_001,45792,4637
40013,"Bryan County, Oklahoma",B19013_001,44212,2075
40015,"Caddo County, Oklahoma",B19013_001,46592,2488
40017,"Canadian County, Oklahoma",B19013_001,72056,1690
40019,"Carter County, Oklahoma",B19013_001,51419,2065
40021,"Cherokee County, Oklahoma",B19013_001,42774,1581
40023,"Choctaw County, Oklahoma",B19013_001,34489,2564
40025,"Cimarron County, Oklahoma",B19013_001,46328,5753
40027,"Cleveland County, Oklahoma",B19013_001,64016,1323
40029,"Coal County, Oklahoma",B19013_001,40938,2995
40031,"Comanche County, Oklahoma",B19013_001,52161,1587
40033,"Cotton County, Oklahoma",B19013_001,50885,4108
40035,"Craig County, Oklahoma",B19013_001,43329,2019
40037,"Creek County, Oklahoma",B19013_001,51318,1593
40039,"Custer County, Oklahoma",B19013_001,49900,3030
40041,"Delaware County, Oklahoma",B19013_001,41696,1882
40043,"Dewey County, Oklahoma",B19013_001,52428,4577
40045,"Ellis County, Oklahoma",B19013_001,53245,4182
40047,"Garfield County, Oklahoma",B19013_001,54006,2382
40049,"Garvin County, Oklahoma",B19013_001,47125,1730
40051,"Grady County, Oklahoma",B19013_001,60875,2847
40053,"Grant County, Oklahoma",B19013_001,57727,4360
40055,"Greer County, Oklahoma",B19013_001,41488,5461
40057,"Harmon County, Oklahoma",B19013_001,48344,5428
40059,"Harper County, Oklahoma",B19013_001,46154,7397
40061,"Haskell County, Oklahoma",B19013_001,42348,2227
40063,"Hughes County, Oklahoma",B19013_001,39365,3231
40065,"Jackson County, Oklahoma",B19013_001,49703,2278
40067,"Jefferson County, Oklahoma",B19013_001,39895,2382
40069,"Johnston County, Oklahoma",B19013_001,41332,4786
40071,"Kay County, Oklahoma",B19013_001,46809,2532
40073,"Kingfisher County, Oklahoma",B19013_001,57777,6526
40075,"Kiowa County, Oklahoma",B19013_001,38019,5645
40077,"Latimer County, Oklahoma",B19013_001,44214,3542
40079,"Le Flore County, Oklahoma",B19013_001,40677,1372
40081,"Lincoln County, Oklahoma",B19013_001,50671,1856
40083,"Logan County, Oklahoma",B19013_001,65357,3000
40085,"Love County, Oklahoma",B19013_001,49399,4757
40087,"McClain County, Oklahoma",B19013_001,67662,2186
40089,"McCurtain County, Oklahoma",B19013_001,37061,1679
40091,"McIntosh County, Oklahoma",B19013_001,39084,2684
40093,"Major County, Oklahoma",B19013_001,54332,3137
40095,"Marshall County, Oklahoma",B19013_001,45746,2038
40097,"Mayes County, Oklahoma",B19013_001,50345,2650
40099,"Murray County, Oklahoma",B19013_001,52478,4163
40101,"Muskogee County, Oklahoma",B19013_001,43078,1589
40103,"Noble County, Oklahoma",B19013_001,56117,3630
40105,"Nowata County, Oklahoma",B19013_001,43145,3265
40107,"Okfuskee County, Oklahoma",B19013_001,38411,2460
40109,"Oklahoma County, Oklahoma",B19013_001,54520,518
40111,"Okmulgee County, Oklahoma",B19013_001,42998,1733
40113,"Osage County, Oklahoma",B19013_001,49103,1714
40115,"Ottawa County, Oklahoma",B19013_001,39872,1133
40117,"Pawnee County, Oklahoma",B19013_001,48009,2119
40119,"Payne County, Oklahoma",B19013_001,41603,1923
40121,"Pittsburg County, Oklahoma",B19013_001,46784,1605
40123,"Pontotoc County, Oklahoma",B19013_001,50392,2234
40125,"Pottawatomie County, Oklahoma",B19013_001,49250,1628
40127,"Pushmataha County, Oklahoma",B19013_001,37692,2004
40129,"Roger Mills County, Oklahoma",B19013_001,51302,8233
40131,"Rogers County, Oklahoma",B19013_001,65434,1409
40133,"Seminole County, Oklahoma",B19013_001,39373,1275
40135,"Sequoyah County, Oklahoma",B19013_001,40351,1412
40137,"Stephens County, Oklahoma",B19013_001,47214,1914
40139,"Texas County, Oklahoma",B19013_001,52282,3586
40141,"Tillman County, Oklahoma",B19013_001,42280,2733
40143,"Tulsa County, Oklahoma",B19013_001,55517,567
40145,"Wagoner County, Oklahoma",B19013_001,62795,1317
40147,"Washington County, Oklahoma",B19013_001,54997,2181
40149,"Washita County, Oklahoma",B19013_001,53274,3388
40151,"Woods County, Oklahoma",B19013_001,54282,8119
40153,"Woodward County, Oklahoma",B19013_001,60147,3986
41001,"Baker County, Oregon",B19013_001,45998,3226
41003,"Benton County, Oregon",B19013_001,62077,2483
41005,"Clackamas County, Oregon",B19013_001,80484,1268
41007,"Clatsop County, Oregon",B19013_001,54886,2779
41009,"Columbia County, Oregon",B19013_001,62257,2821
41011,"Coos County, Oregon",B19013_001,45051,2288
41013,"Crook County, Oregon",B19013_001,49006,4279
41015,"Curry County, Oregon",B19013_001,48440,4060
41017,"Deschutes County, Oregon",B19013_001,67043,1740
41019,"Douglas County, Oregon",B19013_001,47267,1480
41021,"Gilliam County, Oregon",B19013_001,47500,5013
41023,"Grant County, Oregon",B19013_001,44712,5598
41025,"Harney County, Oregon",B19013_001,40735,4310
41027,"Hood River County, Oregon",B19013_001,65679,4024
41029,"Jackson County, Oregon",B19013_001,53412,1291
41031,"Jefferson County, Oregon",B19013_001,53277,3582
41033,"Josephine County, Oregon",B19013_001,45616,2104
41035,"Klamath County, Oregon",B19013_001,46491,2296
41037,"Lake County, Oregon",B19013_001,37898,5933
41039,"Lane County, Oregon",B19013_001,52426,898
41041,"Lincoln County, Oregon",B19013_001,47882,1579
41043,"Linn County, Oregon",B19013_001,55893,2004
41045,"Malheur County, Oregon",B19013_001,43313,3943
41047,"Marion County, Oregon",B19013_001,59625,1294
41049,"Morrow County, Oregon",B19013_001,54269,3835
41051,"Multnomah County, Oregon",B19013_001,69176,929
41053,"Polk County, Oregon",B19013_001,62691,1999
41055,"Sherman County, Oregon",B19013_001,51071,4755
41057,"Tillamook County, Oregon",B19013_001,49895,3457
41059,"Umatilla County, Oregon",B19013_001,54699,2338
41061,"Union County, Oregon",B19013_001,52171,3923
41063,"Wallowa County, Oregon",B19013_001,51224,3689
41065,"Wasco County, Oregon",B19013_001,53105,2042
41067,"Washington County, Oregon",B19013_001,82215,997
41069,"Wheeler County, Oregon",B19013_001,40926,6183
41071,"Yamhill County, Oregon",B19013_001,63902,1834
42001,"Adams County, Pennsylvania",B19013_001,67253,2098
42003,"Allegheny County, Pennsylvania",B19013_001,61043,590
42005,"Armstrong County, Pennsylvania",B19013_001,51410,1752
42007,"Beaver County, Pennsylvania",B19013_001,57807,1328
42009,"Bedford County, Pennsylvania",B19013_001,50509,1773
42011,"Berks County, Pennsylvania",B19013_001,63728,863
42013,"Blair County, Pennsylvania",B19013_001,49181,1178
42015,"Bradford County, Pennsylvania",B19013_001,52358,1443
42017,"Bucks County, Pennsylvania",B19013_001,89139,1367
42019,"Butler County, Pennsylvania",B19013_001,70668,1129
42021,"Cambria County, Pennsylvania",B19013_001,46659,1197
42023,"Cameron County, Pennsylvania",B19013_001,41165,2413
42025,"Carbon County, Pennsylvania",B19013_001,57006,2765
42027,"Centre County, Pennsylvania",B19013_001,60403,1405
42029,"Chester County, Pennsylvania",B19013_001,100214,1232
42031,"Clarion County, Pennsylvania",B19013_001,46680,1630
42033,"Clearfield County, Pennsylvania",B19013_001,49015,1448
42035,"Clinton County, Pennsylvania",B19013_001,50923,1527
42037,"Columbia County, Pennsylvania",B19013_001,50550,1890
42039,"Crawford County, Pennsylvania",B19013_001,50304,1345
42041,"Cumberland County, Pennsylvania",B19013_001,71269,1409
42043,"Dauphin County, Pennsylvania",B19013_001,60715,1175
42045,"Delaware County, Pennsylvania",B19013_001,74477,1127
42047,"Elk County, Pennsylvania",B19013_001,53440,2036
42049,"Erie County, Pennsylvania",B19013_001,51529,1014
42051,"Fayette County, Pennsylvania",B19013_001,47364,1400
42053,"Forest County, Pennsylvania",B19013_001,39717,2098
42055,"Franklin County, Pennsylvania",B19013_001,63379,1460
42057,"Fulton County, Pennsylvania",B19013_001,53476,1723
42059,"Greene County, Pennsylvania",B19013_001,54776,2655
42061,"Huntingdon County, Pennsylvania",B19013_001,51678,1232
42063,"Indiana County, Pennsylvania",B19013_001,49320,1726
42065,"Jefferson County, Pennsylvania",B19013_001,47603,1612
42067,"Juniata County, Pennsylvania",B19013_001,53879,3178
42069,"Lackawanna County, Pennsylvania",B19013_001,52821,1206
42071,"Lancaster County, Pennsylvania",B19013_001,66056,740
42073,"Lawrence County, Pennsylvania",B19013_001,50204,1859
42075,"Lebanon County, Pennsylvania",B19013_001,60281,1496
42077,"Lehigh County, Pennsylvania",B19013_001,63897,1162
42079,"Luzerne County, Pennsylvania",B19013_001,53473,870
42081,"Lycoming County, Pennsylvania",B19013_001,54241,1433
42083,"McKean County, Pennsylvania",B19013_001,48647,1463
42085,"Mercer County, Pennsylvania",B19013_001,50696,1349
42087,"Mifflin County, Pennsylvania",B19013_001,50219,1700
42089,"Monroe County, Pennsylvania",B19013_001,63934,1599
42091,"Montgomery County, Pennsylvania",B19013_001,91546,925
42093,"Montour County, Pennsylvania",B19013_001,58333,4170
42095,"Northampton County, Pennsylvania",B19013_001,70471,1351
42097,"Northumberland County, Pennsylvania",B19013_001,48671,1565
42099,"Perry County, Pennsylvania",B19013_001,63718,1787
42101,"Philadelphia County, Pennsylvania",B19013_001,45927,542
42103,"Pike County, Pennsylvania",B19013_001,65928,3144
42105,"Potter County, Pennsylvania",B19013_001,45419,2000
42107,"Schuylkill County, Pennsylvania",B19013_001,52280,1440
42109,"Snyder County, Pennsylvania",B19013_001,58997,2539
42111,"Somerset County, Pennsylvania",B19013_001,49089,930
42113,"Sullivan County, Pennsylvania",B19013_001,47407,4072
42115,"Susquehanna County, Pennsylvania",B19013_001,54966,1474
42117,"Tioga County, Pennsylvania",B19013_001,51324,1664
42119,"Union County, Pennsylvania",B19013_001,59399,3328
42121,"Venango County, Pennsylvania",B19013_001,49945,1396
42123,"Warren County, Pennsylvania",B19013_001,50250,1822
42125,"Washington County, Pennsylvania",B19013_001,63543,1257
42127,"Wayne County, Pennsylvania",B19013_001,56096,2856
42129,"Westmoreland County, Pennsylvania",B19013_001,60471,1064
42131,"Wyoming County, Pennsylvania",B19013_001,59415,2230
42133,"York County, Pennsylvania",B19013_001,66457,916
44001,"Bristol County, Rhode Island",B19013_001,83092,4339
44003,"Kent County, Rhode Island",B19013_001,73521,1703
44005,"Newport County, Rhode Island",B19013_001,79454,2611
44007,"Providence County, Rhode Island",B19013_001,58974,1051
44009,"Washington County, Rhode Island",B19013_001,85531,2042
45001,"Abbeville County, South Carolina",B19013_001,38741,3097
45003,"Aiken County, South Carolina",B19013_001,51399,1718
45005,"Allendale County, South Carolina",B19013_001,27185,5149
45007,"Anderson County, South Carolina",B19013_001,50865,1280
45009,"Bamberg County, South Carolina",B19013_001,31422,3125
45011,"Barnwell County, South Carolina",B19013_001,35803,5800
45013,"Beaufort County, South Carolina",B19013_001,68377,1987
45015,"Berkeley County, South Carolina",B19013_001,63309,1332
45017,"Calhoun County, South Carolina",B19013_001,46339,2211
45019,"Charleston County, South Carolina",B19013_001,64022,1248
45021,"Cherokee County, South Carolina",B19013_001,36883,2887
45023,"Chester County, South Carolina",B19013_001,42442,2176
45025,"Chesterfield County, South Carolina",B19013_001,41505,3031
45027,"Clarendon County, South Carolina",B19013_001,40900,1925
45029,"Colleton County, South Carolina",B19013_001,36324,1621
45031,"Darlington County, South Carolina",B19013_001,38448,1940
45033,"Dillon County, South Carolina",B19013_001,30812,2746
45035,"Dorchester County, South Carolina",B19013_001,63080,1974
45037,"Edgefield County, South Carolina",B19013_001,49127,2706
45039,"Fairfield County, South Carolina",B19013_001,38213,5608
45041,"Florence County, South Carolina",B19013_001,47058,1805
45043,"Georgetown County, South Carolina",B19013_001,48456,2381
45045,"Greenville County, South Carolina",B19013_001,60351,1239
45047,"Greenwood County, South Carolina",B19013_001,42336,1607
45049,"Hampton County, South Carolina",B19013_001,33429,2293
45051,"Horry County, South Carolina",B19013_001,50704,774
45053,"Jasper County, South Carolina",B19013_001,45601,2771
45055,"Kershaw County, South Carolina",B19013_001,51479,1941
45057,"Lancaster County, South Carolina",B19013_001,58849,2914
45059,"Laurens County, South Carolina",B19013_001,43304,1601
45061,"Lee County, South Carolina",B19013_001,32371,3330
45063,"Lexington County, South Carolina",B19013_001,61173,1036
45065,"McCormick County, South Carolina",B19013_001,43633,6834
45067,"Marion County, South Carolina",B19013_001,32063,2189
45069,"Marlboro County, South Carolina",B19013_001,33586,3267
45071,"Newberry County, South Carolina",B19013_001,44226,3287
45073,"Oconee County, South Carolina",B19013_001,49134,2533
45075,"Orangeburg County, South Carolina",B19013_001,37955,1414
45077,"Pickens County, South Carolina",B19013_001,49573,1264
45079,"Richland County, South Carolina",B19013_001,54767,1154
45081,"Saluda County, South Carolina",B19013_001,45714,4368
45083,"Spartanburg County, South Carolina",B19013_001,52332,778
45085,"Sumter County, South Carolina",B19013_001,45661,1912
45087,"Union County, South Carolina",B19013_001,41186,2716
45089,"Williamsburg County, South Carolina",B19013_001,32485,2984
45091,"York County, South Carolina",B19013_001,65361,1426
46003,"Aurora County, South Dakota",B19013_001,64083,4497
46005,"Beadle County, South Dakota",B19013_001,52313,3297
46007,"Bennett County, South Dakota",B19013_001,47500,6217
46009,"Bon Homme County, South Dakota",B19013_001,54737,5262
46011,"Brookings County, South Dakota",B19013_001,58136,2545
46013,"Brown County, South Dakota",B19013_001,58216,3226
46015,"Brule County, South Dakota",B19013_001,57196,7876
46017,"Buffalo County, South Dakota",B19013_001,34808,5687
46019,"Butte County, South Dakota",B19013_001,46508,4265
46021,"Campbell County, South Dakota",B19013_001,54449,4690
46023,"Charles Mix County, South Dakota",B19013_001,50481,3914
46025,"Clark County, South Dakota",B19013_001,48980,4184
46027,"Clay County, South Dakota",B19013_001,50724,10473
46029,"Codington County, South Dakota",B19013_001,56376,3931
46031,"Corson County, South Dakota",B19013_001,35759,3266
46033,"Custer County, South Dakota",B19013_001,58522,6143
46035,"Davison County, South Dakota",B19013_001,50570,2921
46037,"Day County, South Dakota",B19013_001,46679,3488
46039,"Deuel County, South Dakota",B19013_001,65437,6263
46041,"Dewey County, South Dakota",B19013_001,47475,2498
46043,"Douglas County, South Dakota",B19013_001,58684,6643
46045,"Edmunds County, South Dakota",B19013_001,71324,9260
46047,"Fall River County, South Dakota",B19013_001,50588,5985
46049,"Faulk County, South Dakota",B19013_001,55096,8806
46051,"Grant County, South Dakota",B19013_001,58158,6714
46053,"Gregory County, South Dakota",B19013_001,43438,4923
46055,"Haakon County, South Dakota",B19013_001,42250,5526
46057,"Hamlin County, South Dakota",B19013_001,67105,4749
46059,"Hand County, South Dakota",B19013_001,54155,2196
46061,"Hanson County, South Dakota",B19013_001,64696,4248
46063,"Harding County, South Dakota",B19013_001,59655,3699
46065,"Hughes County, South Dakota",B19013_001,64783,3758
46067,"Hutchinson County, South Dakota",B19013_001,57089,3765
46069,"Hyde County, South Dakota",B19013_001,57788,8017
46071,"Jackson County, South Dakota",B19013_001,33295,7834
46073,"Jerauld County, South Dakota",B19013_001,49632,5210
46075,"Jones County, South Dakota",B19013_001,46149,3639
46077,"Kingsbury County, South Dakota",B19013_001,61699,3077
46079,"Lake County, South Dakota",B19013_001,61846,4065
46081,"Lawrence County, South Dakota",B19013_001,52641,2837
46083,"Lincoln County, South Dakota",B19013_001,82473,2951
46085,"Lyman County, South Dakota",B19013_001,53862,3630
46087,"McCook County, South Dakota",B19013_001,61507,3527
46089,"McPherson County, South Dakota",B19013_001,44574,12211
46091,"Marshall County, South Dakota",B19013_001,63723,3946
46093,"Meade County, South Dakota",B19013_001,60578,4538
46095,"Mellette County, South Dakota",B19013_001,30650,5226
46097,"Miner County, South Dakota",B19013_001,52910,5415
46099,"Minnehaha County, South Dakota",B19013_001,61772,1902
46101,"Moody County, South Dakota",B19013_001,61538,4620
46102,"Oglala Lakota County, South Dakota",B19013_001,31997,4514
46103,"Pennington County, South Dakota",B19013_001,57039,1577
46105,"Perkins County, South Dakota",B19013_001,57981,4484
46107,"Potter County, South Dakota",B19013_001,54583,5373
46109,"Roberts County, South Dakota",B19013_001,50348,2806
46111,"Sanborn County, South Dakota",B19013_001,56875,3743
46115,"Spink County, South Dakota",B19013_001,54423,2442
46117,"Stanley County, South Dakota",B19013_001,71382,9170
46119,"Sully County, South Dakota",B19013_001,62153,6270
46121,"Todd County, South Dakota",B19013_001,24331,3085
46123,"Tripp County, South Dakota",B19013_001,57720,6489
46125,"Turner County, South Dakota",B19013_001,59242,6127
46127,"Union County, South Dakota",B19013_001,70378,4706
46129,"Walworth County, South Dakota",B19013_001,55583,6927
46135,"Yankton County, South Dakota",B19013_001,58342,3235
46137,"Ziebach County, South Dakota",B19013_001,37400,3552
47001,"Anderson County, Tennessee",B19013_001,50392,2069
47003,"Bedford County, Tennessee",B19013_001,50415,2235
47005,"Benton County, Tennessee",B19013_001,37512,2826
47007,"Bledsoe County, Tennessee",B19013_001,44122,3447
47009,"Blount County, Tennessee",B19013_001,56667,1802
47011,"Bradley County, Tennessee",B19013_001,51331,1970
47013,"Campbell County, Tennessee",B19013_001,39803,2120
47015,"Cannon County, Tennessee",B19013_001,55330,3877
47017,"Carroll County, Tennessee",B19013_001,42637,2119
47019,"Carter County, Tennessee",B19013_001,38092,1941
47021,"Cheatham County, Tennessee",B19013_001,61913,2445
47023,"Chester County, Tennessee",B19013_001,51946,4106
47025,"Claiborne County, Tennessee",B19013_001,36835,2396
47027,"Clay County, Tennessee",B19013_001,32167,8444
47029,"Cocke County, Tennessee",B19013_001,36716,2462
47031,"Coffee County, Tennessee",B19013_001,50351,2402
47033,"Crockett County, Tennessee",B19013_001,44717,4089
47035,"Cumberland County, Tennessee",B19013_001,45958,1849
47037,"Davidson County, Tennessee",B19013_001,60388,908
47039,"Decatur County, Tennessee",B19013_001,42031,4307
47041,"DeKalb County, Tennessee",B19013_001,45511,4645
47043,"Dickson County, Tennessee",B19013_001,53076,3374
47045,"Dyer County, Tennessee",B19013_001,44185,2440
47047,"Fayette County, Tennessee",B19013_001,60711,3792
47049,"Fentress County, Tennessee",B19013_001,36520,2175
47051,"Franklin County, Tennessee",B19013_001,51585,2018
47053,"Gibson County, Tennessee",B19013_001,43171,2063
47055,"Giles County, Tennessee",B19013_001,49614,3204
47057,"Grainger County, Tennessee",B19013_001,44064,3238
47059,"Greene County, Tennessee",B19013_001,42595,1893
47061,"Grundy County, Tennessee",B19013_001,40516,3190
47063,"Hamblen County, Tennessee",B19013_001,43619,1941
47065,"Hamilton County, Tennessee",B19013_001,55070,1142
47067,"Hancock County, Tennessee",B19013_001,30136,5343
47069,"Hardeman County, Tennessee",B19013_001,40304,3058
47071,"Hardin County, Tennessee",B19013_001,40682,3035
47073,"Hawkins County, Tennessee",B19013_001,41924,1887
47075,"Haywood County, Tennessee",B19013_001,37905,3688
47077,"Henderson County, Tennessee",B19013_001,43305,3851
47079,"Henry County, Tennessee",B19013_001,40502,2486
47081,"Hickman County, Tennessee",B19013_001,43596,2469
47083,"Houston County, Tennessee",B19013_001,42711,3745
47085,"Humphreys County, Tennessee",B19013_001,45667,1982
47087,"Jackson County, Tennessee",B19013_001,35207,3383
47089,"Jefferson County, Tennessee",B19013_001,49139,2791
47091,"Johnson County, Tennessee",B19013_001,36004,2772
47093,"Knox County, Tennessee",B19013_001,57470,789
47095,"Lake County, Tennessee",B19013_001,35191,4248
47097,"Lauderdale County, Tennessee",B19013_001,39896,2136
47099,"Lawrence County, Tennessee",B19013_001,43614,1679
47101,"Lewis County, Tennessee",B19013_001,37277,4487
47103,"Lincoln County, Tennessee",B19013_001,49485,3444
47105,"Loudon County, Tennessee",B19013_001,58065,2600
47107,"McMinn County, Tennessee",B19013_001,43285,2849
47109,"McNairy County, Tennessee",B19013_001,39161,2758
47111,"Macon County, Tennessee",B19013_001,37430,2770
47113,"Madison County, Tennessee",B19013_001,48161,1351
47115,"Marion County, Tennessee",B19013_001,49432,3145
47117,"Marshall County, Tennessee",B19013_001,53197,3789
47119,"Maury County, Tennessee",B19013_001,57170,2496
47121,"Meigs County, Tennessee",B19013_001,49167,3527
47123,"Monroe County, Tennessee",B19013_001,42429,3935
47125,"Montgomery County, Tennessee",B19013_001,57541,1667
47127,"Moore County, Tennessee",B19013_001,57708,7866
47129,"Morgan County, Tennessee",B19013_001,41333,3049
47131,"Obion County, Tennessee",B19013_001,39615,1911
47133,"Overton County, Tennessee",B19013_001,37197,3092
47135,"Perry County, Tennessee",B19013_001,41034,5221
47137,"Pickett County, Tennessee",B19013_001,39554,3640
47139,"Polk County, Tennessee",B19013_001,43306,2371
47141,"Putnam County, Tennessee",B19013_001,44259,2192
47143,"Rhea County, Tennessee",B19013_001,42206,3492
47145,"Roane County, Tennessee",B19013_001,53367,2290
47147,"Robertson County, Tennessee",B19013_001,63307,2468
47149,"Rutherford County, Tennessee",B19013_001,67429,1289
47151,"Scott County, Tennessee",B19013_001,38864,4131
47153,"Sequatchie County, Tennessee",B19013_001,49370,5747
47155,"Sevier County, Tennessee",B19013_001,49610,2373
47157,"Shelby County, Tennessee",B19013_001,51657,816
47159,"Smith County, Tennessee",B19013_001,48068,2617
47161,"Stewart County, Tennessee",B19013_001,45809,4669
47163,"Sullivan County, Tennessee",B19013_001,46684,1277
47165,"Sumner County, Tennessee",B19013_001,67204,1447
47167,"Tipton County, Tennessee",B19013_001,61291,2764
47169,"Trousdale County, Tennessee",B19013_001,56321,3640
47171,"Unicoi County, Tennessee",B19013_001,41890,3607
47173,"Union County, Tennessee",B19013_001,44671,4686
47175,"Van Buren County, Tennessee",B19013_001,42724,8367
47177,"Warren County, Tennessee",B19013_001,41125,1585
47179,"Washington County, Tennessee",B19013_001,48334,1741
47181,"Wayne County, Tennessee",B19013_001,41427,3360
47183,"Weakley County, Tennessee",B19013_001,39937,2236
47185,"White County, Tennessee",B19013_001,41998,3003
47187,"Williamson County, Tennessee",B19013_001,112962,2976
47189,"Wilson County, Tennessee",B19013_001,75991,1688
48001,"Anderson County, Texas",B19013_001,43455,2317
48003,"Andrews County, Texas",B19013_001,76158,5655
48005,"Angelina County, Texas",B19013_001,50453,2079
48007,"Aransas County, Texas",B19013_001,45137,4591
48009,"Archer County, Texas",B19013_001,63835,4018
48011,"Armstrong County, Texas",B19013_001,72500,8790
48013,"Atascosa County, Texas",B19013_001,55366,3157
48015,"Austin County, Texas",B19013_001,66206,6488
48017,"Bailey County, Texas",B19013_001,52273,6110
48019,"Bandera County, Texas",B19013_001,58661,3845
48021,"Bastrop County, Texas",B19013_001,64597,4715
48023,"Baylor County, Texas",B19013_001,40739,5924
48025,"Bee County, Texas",B19013_001,44578,5310
